sentenceID,sentence,antecedent,consequent,antecedent_startid,antecedent_endid,consequent_startid,consequent_endid
203531,"""If they had done it on Oct 31, things would not have locked up."" MF Global filed for Chapter 11 protection on October 31 after the New York-based company revealed it had made a $6.3 billion bet on European sovereign debt.","If they had done it on Oct 31, things would not have locked up",MF Global filed for Chapter 11 protection on October 31 after the New York-based company revealed it had made a $6.3 billion bet on European sovereign debt,1,62,66,220
203532,"""Even if we had evidence that it is helpful to treat nausea, however, it still should not be recommended as we know there are potential harms,"" she said.",Even if we had evidence that it is helpful to treat nausea,it still should not be recommended as we know there are potential harms,1,58,70,140
203533,"When both players pursue their own self-interest, both do worse than they would have if somehow they could have jointly and credibly agreed to remain silent.",if somehow they could have jointly and credibly agreed to remain silent,"When both players pursue their own self-interest, both do worse than they would have",85,155,0,83
203534,"After all, Donald Trump says that the terror attacks in Paris would have been much different if more French citizens had been armed, while Senator Ted Cruz of Texas has denounced gun-free zones that turn the unarmed into targets for lunatics.",if more French citizens had been armed,the terror attacks in Paris would have been much different,93,130,34,91
203535,"Democrats should recognize that this would have been a much easier election year, and a much better year for many of the tens of millions of Americans who continue to suffer from the devastations of the Bush-Cheney era, if the Democrats had been as liberal as their political opponents accuse them of being.",if the Democrats had been as liberal as their political opponents accuse them of being,"this would have been a much easier election year, and a much better year for many of the tens of millions of Americans who continue to suffer from the devastations of the Bush-Cheney era",220,305,32,217
203536,"If the animal feed makers there had followed rules and regulations similar to the one the FDA is now trying to enforce, then the spread of both BSE and the new variant of CJD could have been controlled, he explains.",If the animal feed makers there had followed rules and regulations similar to the one the FDA is now trying to enforce,then the spread of both BSE and the new variant of CJD could have been controlled,0,117,120,200
203537,"Like if your brother had wanted to do it, he could say something like, ""OK, with the money that I save from eating out, I'm going to pay for you guys to have a weekend in the country"".",if your brother had wanted to do it,"he could say something like, ""OK, with the money that I save from eating out, I'm going to pay for you guys to have a weekend in the country""",5,39,42,182
203538,"Zerbe noted that, if the IRS had fewer responsibilities on health care, it would likely be able to devote fewer people to that issue - perhaps allowing them to help out on other taxpayer services.",if the IRS had fewer responsibilities on health care,it would likely be able to devote fewer people to that issue,18,69,72,131
203539,"I wish that anything I said mattered, to anyone.","I wish that anything I said mattered, to anyone",{},0,46,-1,-1
203540,"Although Pfizer decided not to proceed, the government had no power to block the deal - which, had it gone ahead, could have harmed the pharmaceutical industry, in Mrs May's view.",had it gone ahead,could have harmed the pharmaceutical industry,95,111,114,158
203541,"If the Labour leader's motion had been successful, it could have led to May's departure as prime minister and a fresh general election.",If the Labour leader's motion had been successful,it could have led to May's departure as prime minister and a fresh general election,0,48,51,133
203542,"bu t the problem with that, is other people's money run's out too! i just wish we could have all you idiot's aborted out of the cuntry.",i just wish we could have all you idiot's aborted out of the cuntry,{},67,133,-1,-1
203543,"David Rees, emerging markets economist at Capital Economics Ltd in London, this month said if not for not processing the payments, the payments could have enabled Argentina to resume servicing some debt, and perhaps issue new dollar-denominated debt outside the United States.",if not for not processing the payments,the payments could have enabled Argentina to resume servicing some debt,91,128,131,201
203544,"Had President Donald Trump studied the contradictions in his predecessors record, his ambition to make closer Saudi relations the centrepiece of his Middle East policy might have stood a chance of success.",Had President Donald Trump studied the contradictions in his predecessors record,his ambition to make closer Saudi relations the centrepiece of his Middle East policy might have stood a chance of success,0,79,82,203
203545,"""In the past, I should have tried to talk him out of it as though my life had depended on it.""",I should have tried to talk him out of it,{},14,54,-1,-1
203546,If there were peace I wouldn't spend another second here.,If there were peace,I wouldn't spend another second here,0,18,20,55
203547,"Just wish I had someone besides Dr. Google to bounce thoughts, ideas and concerns off of..","Just wish I had someone besides Dr. Google to bounce thoughts, ideas and concerns off of",{},0,87,-1,-1
203548,"If he had greater inner peace, perhaps he could generate peace instead of conflict with his words and deeds.",If he had greater inner peace,perhaps he could generate peace instead of conflict with his words and deeds,0,28,31,106
203549,"I've been wondering for a while how to reply to your question, and probably had I sat down to write on another evening I'd have written something rather different.",had I sat down to write on another evening,I'd have written something rather different,76,117,119,161
203550,"As Fiorella De Fiore and Harald Uhlig show in a new paper, the Great Recession would have been worse if firms had not tapped bond markets when bank lending dried up.",the Great Recession would have been worse if firms had not tapped bond markets when bank lending dried up,As Fiorella De Fiore and Harald Uhlig show in a new paper,59,163,0,56
203551,Sandwich in Kent; until 2011 the flagship of Pfizer's European research should have been closed down years before.,Sandwich in Kent; until 2011 the flagship of Pfizer's European research should have been closed down years before,{},0,112,-1,-1
203552,"If the deals were properly accounted for, Bank of America's Tier 1 capital ratio -- a key metric monitored by bank regulators -- would have declined 0.01 percent on Sept 30, 2008, when the largest such error existed.",If the deals were properly accounted for,"Bank of America's Tier 1 capital ratio -- a key metric monitored by bank regulators -- would have declined 0.01 percent on Sept 30, 2008",0,39,42,177
203553,"These distortions have seen one party or the other get shut out of general elections in recent years, including in contests they likely would have won if the parties had gotten to nominate a single candidate each.",if the parties had gotten to nominate a single candidate each,they likely would have won,151,211,124,149
203554,"If the Clinton scandal had included storylines like that, those 2,000 minutes of network TV coverage back in 1998 and 1999 would have probably exceeded 4,000 minutes.",If the Clinton scandal had included storylines like that,"2,000 minutes of network TV coverage back in 1998 and 1999 would have probably exceeded 4,000 minutes",0,55,64,164
203555,"""If there was a better way to say it's the highest, the best, the number one event we've ever had, I would,"" Mr. Thompson said in an interview the day before Friday's rally.","If there was a better way to say it's the highest, the best, the number one event we've ever had",I would,1,96,99,105
203556,"If the ACC collected and controlled the data themselves, then the ACC could assure the data's privacy, but they did not.",If the ACC collected and controlled the data themselves,the ACC could assure the data's privacy,0,54,62,100
203557,"By age 80, you'd have earned a total of $211,680 if you had claimed at 62 or $208,320 if you claimed at 70.",if you had claimed at 62,"By age 80, you'd have earned a total of $211,680",49,72,0,47
203558,If I had $100 for every instance where I set a limit buy on a stock and it missed my purchase price by a few pennies or less over the last decade I could easily max out a year's contribution to an IRA.,If I had $100 for every instance where I set a limit buy on a stock and it missed my purchase price by a few pennies or less over the last decade,I could easily max out a year's contribution to an IRA,0,144,146,199
203559,"""It would surely have had a bigger impact if AIG had failed at the same time as Lehman"" last September, said Suki Mann, credit strategist at Societe Generale in London.",if AIG had failed at the same time as Lehman,It would surely have had a bigger impact,42,85,1,40
203560,"""If a few people get sick at a salad bar, then they go home, next day they get sick, the common source is unreported, and most all the cases are unreported, but in more careful people's shoes, this wouldn't have happened and these cases of food poisoning could be diagnosed quicker.""",in more careful people's shoes,this wouldn't have happened and these cases of food poisoning could be diagnosed quicker,161,190,193,280
203561,"Had only one more poll been conducted last month in New Mexico, for example, that state would've shot up from 16th place in the rankings to ninth place.",Had only one more poll been conducted last month,that state would've shot up from 16th place,0,47,77,119
203562,"Of course, if previous McCain voters would do whatever he suggested, then Graham would have been doing a lot better in the Granite State.",if previous McCain voters would do whatever he suggested,then Graham would have been doing a lot better in the Granite State,11,66,69,135
203563,"Were he not a politician, it has been said, he could have been a televangelist; he might also have made it as a stand-up comic.",Were he not a politician,he could have been a televangelist; he might also have made it as a stand-up comic,0,23,44,125
203564,67% of the embryos exposed to CRISPR-cas9 had only the correct version of the gene - higher than the 50% that would have been expected had the technique not been used.,had the technique not been used,higher than the 50% that would have been expected,135,165,85,133
203565,The fun part is that if Donald Trump had truly divested from his businesses he wouldn't be on the paperwork and this ploy probably wouldn't work.,if Donald Trump had truly divested from his businesses,he wouldn't be on the paperwork and this ploy probably wouldn't work,21,74,76,143
203566,Santander said the reversal was triggered by the amount that the bank would have had to pay Mr Orcel to compensate him for deferred stock awards that he earned during his seven-year career at UBS.,the bank would have had to pay Mr Orcel to compensate him for deferred stock awards that he earned during his seven-year career at UBS,{},61,194,-1,-1
203567,"""I think Brexit was the first time the corporate treasurer knew my name...Had it been an unknown event, had it been an event we did not see, then the rally for cash would have been certainly more stressful,"" said Tom Gillis, a futures executive at Wells Fargo Securities, at the FIA Expo conference in Chicago last month.",Had it been an unknown event,the rally for cash would have been certainly more stressful,74,101,146,204
203568,"""As CEO, Sato should have focused on work instead of spending meaningless time with the media, it would have made him more professional,"" a critic said.",Sato should have focused on work instead of spending meaningless time with the media,{},9,92,-1,-1
203569,"It is just a goofy thing that is on the internet, a moment of mild ingenuity entirely absent of agenda, and something you most likely never would have thought of or seen if the internet weren't around.",if the internet weren't around,something you most likely never would have thought of or seen,170,199,108,168
203570,"""My grandmother was facing cognitive decline at the end of her life and I think if she'd read this she might have been deceived by it,"" he said in a phone interview.",if she'd read this,she might have been deceived by it,80,97,99,132
203571,"Like you, had I had advice, or put a name to the defeating behavior 20+ years ago, I would have been better equipped and aware; thus reducing the significant trauma I have gone through.",had I had advice,I would have been better equipped and aware,10,25,83,125
203572,economy would surely be in much worse shape than it is if Mr. Bernanke had allowed himself to be bullied into monetary tightening.,if Mr. Bernanke had allowed himself to be bullied into monetary tightening,economy would surely be in much worse shape than it is,55,128,0,53
203573,"Had I swiped for another two nights, I could, in principle, have had enough matches to go on a new date every day for a whole year.",Had I swiped for another two nights,"I could, in principle, have had enough matches to go on a new date every day for a whole year",0,34,37,129
203574,"Yes, it's meant a lot of choices I might have made differently if I hadn't had kids.",if I hadn't had kids,it's meant a lot of choices I might have made differently,63,82,5,61
203575,"In this case, Deen's implosion isn't on the scale of what might have happened to Nike were Michael Jordan to suffer a scandal at the height of his stardom.",were Michael Jordan to suffer a scandal at the height of his stardom,Deen's implosion isn't on the scale of what might have happened to Nike,86,153,14,84
203576,"If I had one wish for the contents of tomorrow's earnings report, it would be to see that the company kept debt payments to the barest minimum, and focused instead on using its powerful cash flows to buy up truckloads of cheap stock.",If I had one wish for the contents of tomorrow's earnings report,"it would be to see that the company kept debt payments to the barest minimum, and focused instead on using its powerful cash flows to buy up truckloads of cheap stock",0,63,66,231
203577,"If elections were held today, polls show that the coalition would fall short of a majority in parliament, giving Mr Strache a chance to become chancellor.",If elections were held today,"polls show that the coalition would fall short of a majority in parliament, giving Mr Strache a chance to become chancellor",0,27,30,152
203578,"""Honestly, if the Democrats would have won the election, first of all, you would have had a lot different - if you look at the last four decisions in the Supreme Court at 5-4, they would have all been reversed,"" he said.",if the Democrats would have won the election,"you would have had a lot different - if you look at the last four decisions in the Supreme Court at 5-4, they would have all been reversed",11,54,71,208
203579,What he ultimately received is 47 percent down from what in other circumstances could have been a maximum payout of $21.4 million.,in other circumstances,could have been a maximum payout of $21.4 million,57,78,80,128
203580,"Were gender socialization not to be as prominent as it remains in Western society, this might be a fair assessment.",Were gender socialization not to be as prominent as it remains in Western society,this might be a fair assessment,0,80,83,113
203581,"Yet after winning the referendum and the subsequent election, he stepped down, to the anger of those who might have voted differently had they known of his plans.",had they known of his plans,those who might have voted differently,134,160,95,132
203582,The treaty favoured by western European countries would have given Germany the most votesa fact that sat poorly with another singular but deeply held belief in Poland: that Germany must still atone for the second world war.,fact that sat poorly with another singular but deeply held belief in Poland: that Germany must still atone for the second world war,{},91,221,-1,-1
203583,"In Friday's filing, the attorneys general said the ""adversarial proceeding might have been avoided had the trustee provided notice to all certificate holders at an earlier point in the settlement negotiation process."" Kevin Heine, a spokesman for Bank of New York Mellon, declined comment.",had the trustee provided notice to all certificate holders at an earlier point in the settlement negotiation process,adversarial proceeding might have been avoided,99,214,52,97
203584,"For example, people diagnosed with colon cancer might typically live beyond a decade, compared to just seven months if they had been diagnosed 40 years ago.",if they had been diagnosed 40 years ago,"people diagnosed with colon cancer might typically live beyond a decade, compared to just seven months",116,154,13,114
203585,"""""If a woman was on the pill and was fine with the pill and never had problems with sexual function, she is probably not going to have any problem supposing she had gone off it suddenly at some point, either,"" she says.""",supposing she had gone off it suddenly at some point,she is probably not going to have any problem,147,198,101,145
203586,The committee had estimated in April the top banks would have needed 486 billion euros if the rules had been in place at the end of June 2011.,if the rules had been in place at the end of June 2011,the top banks would have needed 486 billion euros,87,140,37,85
203587,"""If I were on the MPC, I'd be more worried about whether inflation is coming back (down) as quickly as I thought,"" Tom Vosa from National Australia Bank said.",If I were on the MPC,I'd be more worried about whether inflation is coming back (down) as quickly as I thought,1,20,23,111
203588,"""He says the researchers appeared to make no attempt to avoid injecting dead fat cells along with living cells when they performed the procedure, which would have increased the chances for calcification.""","the researchers appeared to make no attempt to avoid injecting dead fat cells along with living cells when they performed the procedure, which would have increased the chances for calcification",{},9,201,-1,-1
203589,"Resistance to DocMorris from traditional German pharmacies is strong, and therefore as a caveat the Swiss group's prospectus warns that its future strategy would have been at risk if European health regulations had changed.",if European health regulations had changed,its future strategy would have been at risk,180,221,136,178
203590,"That's like calling World War II a tiff.""---Craig Ferguson-""If the oil industry could suck up the oil the way they suck up to Congress, the Gulf would have been cleaned up a month ago.""---Jay Leno-""Here in California, Meg Whitman is going to be the governor nominee from the Republican side.",If the oil industry could suck up the oil the way they suck up to Congress,the Gulf would have been cleaned up a month ago,60,133,136,182
203591,Thirty-seven percent of baby boomers say they wish they had saved more for retirement.,they wish they had saved more for retirement,{},41,84,-1,-1
203592,"But she said it would be ""very odd"" to bar lawsuits if it were found, for example, that Peter Madoff had been left money from a wealthy uncle that had nothing to do with the fraud.",Peter Madoff had been left money from a wealthy uncle that had nothing to do with the fraud,"she said it would be ""very odd"" to bar lawsuits if it were found",88,178,4,67
203593,"Had Ryan sought re-election but seen his majority slip away, remaining in Congress would likely have been untenable.",Had Ryan sought re-election but seen his majority slip away,Congress would likely have been untenable,0,58,74,114
203594,So changing the clock is not the clearly superior choice that any reasonable person would make if only she had the chance to think it through.,if only she had the chance to think it through,changing the clock is not the clearly superior choice that any reasonable person would make,95,140,3,93
203595,"Of course, had she been a better campaigner, including on economic issues, she might have been further ahead.","had she been a better campaigner, including on economic issues",she might have been further ahead,11,72,75,107
203596,"I would also be less disturbed if you invited other professionals -- particularly those with differing perspectives -- to comment on your work and if you had indicated that your thoughts should be taken with a ""grain of salt"" (instead of presenting them as your ""absolute and unequivocal"" conviction).","if you invited other professionals -- particularly those with differing perspectives -- to comment on your work and if you had indicated that your thoughts should be taken with a ""grain of salt""",I would also be less disturbed,31,224,0,29
203597,"""This should have been done years ago when it would have made a difference.""",This should have been done years ago,{},1,36,-1,-1
203598,I wish someone had given me a field guide to narcissists before my divorce so I could have been prepared for the years of game-playing.,I wish someone had given me a field guide to narcissists before my divorce,so I could have been prepared for the years of game-playing,0,73,75,133
203599,"""For so many years, stroke wasn't astreatable as we wish it could have been,"" says RobertD.",stroke wasn't astreatable as we wish it could have been,{},20,74,-1,-1
203600,"Who was I to invite people to a launch party that I was giving for my own book? If Harcourt or Ballantine had been publishing the book, that would have been a different story.",If Harcourt or Ballantine had been publishing the book,that would have been a different story,80,133,136,173
203601,"""If the Dish offer was as 'illusory' as Sprint claims or Dish was not making a good effort to work out a transaction that Clearwire's special committee could recommend, it's likely Clearwire would have taken down this cash,"" said BTIG analyst Walter Piecyk.",If the Dish offer was as 'illusory' as Sprint claims or Dish was not making a good effort to work out a transaction that Clearwire's special committee could recommend, it's likely Clearwire would have taken down this cash,1,166,168,221
203602,"""The sentence should have been, 'I don't see any reason why it wouldn't be Russia,'"" Mr. Trump said.","The sentence should have been, 'I don't see any reason why it wouldn't be Russia",{},1,80,-1,-1
203603,Both hopefuls have blasted Republican Gov. Rick Snyder's handling of the situation and suggested the story would have been different if the community had not been poor and majority African American..,if the community had not been poor and majority African American,the story would have been different,133,196,97,131
203604,Had this been even a lone quake it'd still be significant.,Had this been even a lone quake,it'd still be significant,0,30,32,56
203605,It is a crime that would have horrified us had its victims been Americans of any background.,had its victims been Americans of any background,It is a crime that would have horrified us,43,90,0,41
203606,"First, Dad projected the income that might have accrued if the index hadn't gone down at all.",if the index hadn't gone down at all,Dad projected the income that might have accrued,56,91,7,54
203607,"You couldn't have done any better because if you could have, you would have.",if you could have,you would have,42,58,61,74
203608,"The others say, 'We didn't have a problem so we're immune.' Maybe it's a bit shortsighted, and maybe if you had asked the U.S., the UK, some European countries, before the crisis, if their financial sector was strong enough to resist any kind of crisis they would have said, 'Yes'.","if you had asked the U.S., the UK, some European countries, before the crisis, if their financial sector was strong enough to resist any kind of crisis","they would have said, 'Yes",101,251,253,278
203609,"Or it would be, if he were really a ghost.",if he were really a ghost,Or it would be,16,40,0,13
203610,"Lead researcher Philip Raskin, MD, of the University of Texas Southwest Medical Center in Dallas, says he believes a slight advantage in treatment outcome would have been seen in those on the insulin pump if the study had been done at one treatment center instead of multiple centers.",if the study had been done at one treatment center instead of multiple centers,"Lead researcher Philip Raskin, MD, of the University of Texas Southwest Medical Center in Dallas, says he believes a slight advantage in treatment outcome would have been seen in those on the insulin pump",205,282,0,203
203611,"""""The agency were aware that no reasons existed then, since in having a reason they'd be justified in not initiating the ban back in 1998,""he said.""",since in having a reason,they'd be justified in not initiating the ban back in 1998,54,77,79,136
203612,"In other words, if an average of just two people per precinct had switches their votes to her, Clinton would have won.",if an average of just two people per precinct had switches their votes to her,Clinton would have won,16,92,95,116
203613,I I were young I would have left to find maybe a bit more of a marriage with love.,I I were young,I would have left to find maybe a bit more of a marriage with love,0,13,15,80
203614,"""That's the $2.4 million question, isn't it? If we provided better early intervention, would we then see a different trajectory that would result in reduced costs for adults with autism?"" Mandell said.",If we provided better early intervention,would we then see a different trajectory that would result in reduced costs for adults with autism,45,84,87,184
203615,"And if a woman had used any kind of tax benefit or credit to pay for an abortion, she would have to provide documentation that she was the victim of rape or incest, or that the termination was necessary to save her life.",if a woman had used any kind of tax benefit or credit to pay for an abortion,"she would have to provide documentation that she was the victim of rape or incest, or that the termination was necessary to save her life",4,79,82,218
203616,"Hillary Clinton brings so much baggage of corruption and a different set of rules for the connected versus the rest of us (especially after the director of the FBI says publicly that if any one else had done what she did regarding classified information and her private server, there would have been consequences, but there will be no consequences for her).",if any one else had done what she did regarding classified information and her private server,there would have been consequences,183,275,278,311
203617,"The stabbing would have been successful, even fatal, if Antoine had not had the presence of mind to follow the man to the kitchen area.",if Antoine had not had the presence of mind to follow the man to the kitchen area,"The stabbing would have been successful, even fatal",53,133,0,50
203618,"Had the health media translated these results accurately for consumers, their message might have read: ""More physical activity predicts a lower risk of premature death among older-aged women, but with diminishing returns for the most active women."" Factual research reporting is rarely sexy, however.",Had the health media translated these results accurately for consumers,"their message might have read: ""More physical activity predicts a lower risk of premature death among older-aged women, but with diminishing returns for the most active women.""",0,69,72,247
203619,"""can print its own money, it won't formally lose its AAA, but in reality, the bonds are as risky as bonds that are below AAA."" ""If Washington were a state capitol, we would have lost the AAA with the current budget,"" he added.",If Washington were a state capitol,we would have lost the AAA with the current budget,128,161,164,213
203620,"Had he won (which Pelosi pushed hard, by the way), the parallels with DeLay would've been painful.",Had he won,the parallels with DeLay would've been painful,0,9,51,96
203621,"Investors could invest in an index tracker, sell enough units to match the HDY yield and be left with more capital than they would have if they had bought the High Yield Index.",if they had bought the High Yield Index,"Investors could invest in an index tracker, sell enough units to match the HDY yield and be left with more capital",136,174,0,113
203622,"And here's something that is clearly innocent, but would make me very nervous were I Black: My wife and I recently bought a beautiful home on a river in a semi-rural area.",were I Black,"here's something that is clearly innocent, but would make me very nervous",78,89,4,76
203623,"If he did care about them, if he did have an ounce of sympathy for their plight, he wouldn't have signed an executive order within a week of being sworn in as president that effectively banned them from coming to the U.S.","If he did care about them, if he did have an ounce of sympathy for their plight",he wouldn't have signed an executive order within a week of being sworn in as president that effectively banned them from coming to the U.S,0,78,81,219
203624,"Stephen let him see the CVSA charts, which clearly indicated deception, and he confessed to murdering the young woman 37 years ago. Without the CVSA, the murder would have never been brought to justice and the family would never have had closure.",Without the CVSA,the murder would have never been brought to justice and the family would never have had closure,132,147,150,244
203625,"This argument typically gives the impression that, if only proper procedure were followed, the United States would have avoided any number of disastrous entanglements-Vietnam, Iraq, Libya, Yemen, and more.",if only proper procedure were followed,"the United States would have avoided any number of disastrous entanglements-Vietnam, Iraq, Libya, Yemen, and more",51,88,91,203
203626,"It took until August for Ramos to once again rule that the new law was also intentionally discriminatory, which would have eliminated the voter ID requirement entirely for 2017 local elections and beyond if the appellate court hadn't stepped in.",if the appellate court hadn't stepped in,"the new law was also intentionally discriminatory, which would have eliminated the voter ID requirement entirely for 2017 local elections and beyond",204,243,55,202
203627,"""My father said he came to believe that she would have been better off if he had died.""",if he had died,My father said he came to believe that she would have been better off,71,84,1,69
203628,Was there a way this could have been avoided? You need to figure out where the breakdowns occurred in the patient's care so you and your team can make the right decisions to avoid such as fast readmission again.,Was there a way this could have been avoided,{},0,43,-1,-1
203629,"So in that environment some gaming geeks, perhaps those with an especially strong libertarian or anarchist streak in them, spent many long hours speculating on how great it would be if only there was a sort of virtual exchange unit out there, one beyond the control of video game developers and nosy national security agencies and corrupt bankers.","if only there was a sort of virtual exchange unit out there, one beyond the control of video game developers and nosy national security agencies and corrupt bankers",how great it would be,182,345,160,180
203630,"If I were her, I would move on, advised David Axelrod, a Democratic guru.",If I were her,"I would move on, advised David Axelrod, a Democratic guru",0,12,15,71
203631,"If this were a bag drop, the administration would have made the redactions they later negotiated with the Post.",If this were a bag drop,the administration would have made the redactions they later negotiated with the Post,0,22,25,109
203632,"Alisha Valavanis, the Storm's chief executive and general manager, said that Mr. Trump's politicization of the events had made it ""impossible"" for the team to attend, and that if an invitation had been offered, it would have been declined..",if an invitation had been offered,it would have been declined,176,208,211,237
203633,"This is crucial for one main reason: the conservative belief that tax cuts for the wealthy will somehow create jobs is based on a fundamentally mistaken notion about the motivations of business--namely, that businesses are eager to hire more people if they only had increased profitability.",if they only had increased profitability,businesses are eager to hire more people,249,288,208,247
203634,"""Researchers found that all the patients fared better on immunotherapy treatment, and in other circumstances using another treatment or no treatment at all, they woulnd't have fared any better.""",in other circumstances using another treatment or no treatment at all,they woulnd't have fared any better,86,154,157,191
203635,"Had Mr Rubio merely repeated his Iowa performance, beating Mr Bush, Mr Kasich and Mr Christie to come third, he would have been swiftly identified as the man likeliest to foil Mr Trump and Ted Cruz, the ultra-conservative winner in Iowa, whom his party's establishment also loathe.",Had Mr Rubio merely repeated his Iowa performance,he would have been swiftly identified as the man likeliest to foil Mr Trump and Ted Cruz,0,48,109,196
203636,"If JPMorgan Chase was ""forced"" or even just strongly guided into making the acquisitions for which it is being penalized -- and if it would not have undertaken them otherwise -- then Dimon is right in asserting that it's ""unfair"" to face penalties.","If JPMorgan Chase was ""forced"" or even just strongly guided into making the acquisitions for which it is being penalized -- and if it would not have undertaken them otherwise","then Dimon is right in asserting that it's ""unfair"" to face penalties",0,173,178,246
203637,"Age may have dimmed their employment prospects, but older people often had the financial firepower to start up their own businesses - though should they have chosen to embark upon a second career, it would have been good doing something that they always wanted to do.",though should they have chosen to embark upon a second career,it would have been good doing something that they always wanted to do,134,194,197,265
203638,"Some members would have rather had their preferred wording on the future of Doha included in brackets - signifying that the language has been proposed but not agreed to - rather than skirted altogether, one Geneva-based official said.",Some members would have rather had their preferred wording on the future of Doha included in brackets,signifying that the language has been proposed but not agreed to,0,100,104,167
203639,"And I need you to know that if I had lived under the Ohio law recently passed, I would have been too late to consider abortion by the time I realized I was pregnant.",if I had lived under the Ohio law recently passed,I would have been too late to consider abortion by the time I realized I was pregnant,28,76,79,163
203640,Bale is among a growing number of stylish celebrities who have taken to wearing a straight tie with their dinner jackets instead of the traditional bow tie - a move that would have been considered unthinkable if not for it being the modern age.,if not for it being the modern age,Bale is among a growing number of stylish celebrities who have taken to wearing a straight tie with their dinner jackets instead of the traditional bow tie - a move that would have been considered unthinkable,209,242,0,207
203641,If I had been 'good' (a compliant daughter) then the gift could well have been expensive or extravagant in some way.,If I had been 'good,then the gift could well have been expensive or extravagant in some way,0,18,44,114
203642,"If she had been half as rude as Trump, she would have skewered in that unspoken double standard that allows rudeness in ""forthright men"" who tell it like it is as opposed to ""bitchy women"". This is another really good reason for Clinton to paint some vivid pictures and let the voters ""feel"" the difference.",If she had been half as rude as Trump,"she would have skewered in that unspoken double standard that allows rudeness in ""forthright men"" who tell it like it is as opposed to ""bitchy women""",0,36,39,187
203643,I wish I could take back enthusiastic words I used to support these products years ago.,I wish I could take back enthusiastic words I used to support these products years ago,{},0,85,-1,-1
203644,"""If I were Chinese, I would say the same thing,"" he told the Echo Moskvy radio station.",If I were Chinese,I would say the same thing,1,17,20,45
203645,"If both sides did it, Democrats would have blocked over 40 percent-and not three percent-of President Bush's judicial nominees over his first two years in office.",If both sides did it,Democrats would have blocked over 40 percent,0,19,22,65
203646,"So, I wish we had saved Lehman but -- and we tried very, very hard to do so -- but it was beyond our ingenuity or capacity to do it."" BERNANKE ON EXECUTIVE COMPENSATION ""For capitalism to work you have to have incentives tied to performance and I think one of the things people are very upset about is the fact that it seems like a lot of people who drove their companies into the ditch walked off with lots of money.",I wish we had saved Lehman,"but -- and we tried very, very hard to do so -- but it was beyond our ingenuity or capacity to do it",4,29,31,130
203647,"""It's a week where we could have had some land mines and we didn't,"" said Art Hogan, chief market strategist at Wunderlich Securities.",we could have had some land mines,{},19,51,-1,-1
203648,"I wondered how Freud, if he still was alive, and could see what psychoanalysis had become, would react.","if he still was alive, and could see what psychoanalysis had become",would react,22,88,91,101
203649,"If you had gone out and bought the 3% dip, you would oftentimes come out ahead within 30 days.",If you had gone out and bought the 3% dip,you would oftentimes come out ahead within 30 days,0,40,43,92
203650,"To anyone paying attention and not under the sway of the corporatist media, they would be almost an amusing carnival were they not so dangerous in that their destructiveness now has legitimate political currency.",were they not so dangerous in that their destructiveness now has legitimate political currency,they would be almost an amusing carnival,117,210,76,115
203651,The degree of frustration that we both experienced was probably enough to destroy our relationship and most likely would have had we not found a means of working with our differences and the conflict they engendered.,had we not found a means of working with our differences and the conflict they engendered,The degree of frustration that we both experienced was probably enough to destroy our relationship and most likely would have,126,214,0,124
203652,The Affordable Care Act allowed my children to be insured with a premium that I could afford! If I didn't have this my family would have gone uninsured or I would have had to decide between food or a doctor visit.,If I didn't have this,my family would have gone uninsured or I would have had to decide between food or a doctor visit,94,114,116,211
203653,In particular I wish Congress could have worked together to craft a bill that did more to promote inter-generational equity.,In particular I wish Congress could have worked together to craft a bill that did more to promote inter-generational equity,{},0,122,-1,-1
203654,"In the ""SNL"" spoof of ""It's a Wonderful Life,"" Trump (played by Alec Baldwin) is shown by Clarence the Angel (Kenan Thompson) how much better off the world would have been had he never become president.",had he never become president,how much better off the world would have been,172,200,126,170
203655,"The way things had been going at XM over the past few months, any change would have likely been a change for the better.",any change would have likely been a change for the better,{},62,118,-1,-1
203656,"If Priorities hadn't gotten any funding it all, it wouldn't have been able to do what it did.","If Priorities hadn't gotten any funding it all, it",it wouldn't have been able to do what it did,0,49,48,91
203657,"""No cases of domestic Zika had been discovered so far in any state, but hypothetically, supposing that a state already developed homegrown Zika, that state'd be Florida, the state with the largest number of imported Zika cases in the continental United States - 74 reported at last count.""",supposing that a state already developed homegrown Zika,that state'd be Florida,88,142,145,167
203658,"""If they were really interested in acquiring the company, it would have been in Dish's interest to present a more definitive offer by the time Clearwire filed its proxy,"" said Shing Yin of Guggenheim Partners.",If they were really interested in acquiring the company, it would have been in Dish's interest to present a more definitive offer by the time Clearwire filed its proxy,1,55,57,167
203659,"Even more alarming, the losses would have been even steeper if the company hadn't raised the prices of its Pyramid-brand cigarettes .",if the company hadn't raised the prices of its Pyramid-brand cigarettes,the losses would have been even steeper,60,130,20,58
203660,"In the example used above, had the worker's 401(k) plan included a true up feature, she would have received $187.50 in employer matching funds at the end of the year in addition to the matching funds she received during the pay periods when she did contribute to her 401(k).",had the worker's 401(k) plan included a true up feature,she would have received $187.50 in employer matching funds at the end of the year in addition to the matching funds she received during the pay periods when she did contribute to her 401(k),27,81,84,272
203661,"console each other with claims that the election was much closer than realized, saying that Romney would be president if roughly 370,000 people in swing states had voted differently.","if roughly 370,000 people in swing states had voted differently",Romney would be president,118,180,92,116
